reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
Q13401,168,60.80446429,low,0.351190476,0.101190476,0.547619048,-20,20.15962513
O60902,331,60.80438066,low,0.3081571,0,0.6918429,5,41.43757038
Q8WV48,283,60.78367491,low,0.356890459,0,0.643109541,-13,46.60316132
O75494,262,60.78290076,low,0.152671756,0.099236641,0.748091603,44,47.47619889
Q8TF74,440,60.76520455,low,0.093181818,0,0.906818182,29,44.45100327
Q9GZY6,243,60.75469136,low,0.255144033,0,0.744855967,-13,39.16020883
P55347,436,60.74701835,low,0.387614679,0,0.612385321,-19,37.98133792
Q569K4,471,60.73830149,low,0.256900212,0.014861996,0.728237792,35,48.08480841
Q99612,283,60.72925795,low,0.339222615,0,0.660777385,-3,34.22374611
P14209,185,60.72032432,low,0.297297297,0,0.702702703,-12,29.27171733
Q96KD3,344,60.70197674,low,0.206395349,0.177325581,0.61627907,13,30.95919351
P22415,310,60.68590323,low,0.341935484,0.041935484,0.616129032,-8,42.42942148
Q96GE9,116,60.67974138,low,0.5,0,0.5,7,30.41596829
Q8IWD4,279,60.67724014,low,0.17562724,0,0.82437276,-14,40.75161291
Q96GU1,130,60.67623077,low,0.138461538,0,0.861538462,-15,37.30951868
P31942,346,60.66644509,low,0.12716763,0.153179191,0.719653179,-3,37.45761308
Q86V59,439,60.65255125,low,0.250569476,0.082004556,0.667425968,9,43.46675908
Q53FD0,456,60.65138158,low,0.313596491,0.019736842,0.666666667,17,46.45030105
Q9H910,190,60.64642105,low,0.015789474,0,0.984210526,4,38.49927127
Q96A00,147,60.63163265,low,0.37414966,0,0.62585034,4,35.83508714
P16220,327,60.63134557,low,0.28440367,0.177370031,0.5382263,-7,36.07352669
P28908,595,60.62884034,low,0.107563025,0.137815126,0.754621849,-12,47.52675226
Q86T90,577,60.62400347,low,0.351819757,0,0.648180243,5,51.83800453
Q02962,417,60.61978417,low,0.211031175,0.016786571,0.772182254,-4.44E-15,43.0729645
Q9BSJ6,248,60.60084677,low,0.350806452,0,0.649193548,13,45.35358375
P84103,164,60.58689024,low,0.134146341,0.170731707,0.695121951,26,42.58851139
Q66K41,422,60.56113744,low,0.246445498,0.049763033,0.703791469,33,45.82230726
Q96J86,154,60.52188312,low,0.461038961,0,0.538961039,3,42.54763779
Q9H9R9,158,60.4928481,low,0.094936709,0,0.905063291,-21,39.83683814
Q9BRS8,491,60.48297352,low,0.240325866,0.054989817,0.704684318,4,40.44707261
P79522,188,60.46478723,low,0.04787234,0,0.95212766,11,41.03277697
O43670,478,60.46259414,low,0.119246862,0,0.880753138,9,46.9303906
Q8NE31,585,60.4611453,low,0.292307692,0,0.707692308,-17,47.52632781
Q8IX15,550,60.43610909,low,0.274545455,0.014545455,0.710909091,-31,43.03449284
P28906,385,60.42579221,low,0.218181818,0.083116883,0.698701299,-4.44E-15,47.95011484
Q03060,345,60.39681159,low,0.255072464,0.063768116,0.68115942,-9,37.96796258
Q96IQ9,312,60.38573718,low,0.108974359,0.022435897,0.868589744,2,43.25632545
O75398,565,60.38375221,low,0.228318584,0.033628319,0.738053097,-18,44.20585471
Q15884,450,60.35917778,low,0.364444444,0.046666667,0.588888889,-2,47.586784
P42167,454,60.34552863,low,0.209251101,0,0.790748899,11,49.81861987
Q9BRR0,538,60.33327138,low,0.403345725,0.091078067,0.505576208,-15,36.98830605
Q02080,365,60.26709589,low,0.128767123,0.035616438,0.835616438,13,45.1074656
Q6V9R5,426,60.24788732,low,0.4342723,0.117370892,0.448356808,12,35.76998117
O15151,490,60.23883673,low,0.165306122,0.057142857,0.77755102,-27,42.49953325
Q96M53,351,60.23324786,low,0.293447293,0.054131054,0.652421652,9,47.58166183
Q3B8N5,592,60.22724662,low,0.324324324,0,0.675675676,14,47.97743715
Q9Y5U2,329,60.22617021,low,0.139817629,0,0.860182371,-18,42.0858396
Q53GI3,561,60.22326203,low,0.354723708,0.090909091,0.554367201,4,41.00588646
Q96EK2,531,60.21576271,low,0.365348399,0,0.634651601,16,50.08905355
Q9NS68,423,60.20855792,low,0.170212766,0.070921986,0.758865248,-11,45.44915757
O75030,526,60.19939163,low,0.3878327,0,0.6121673,-9,46.14016704
Q15464,509,60.19153242,low,0.15324165,0.05108055,0.7956778,14,42.13012089
Q9NWK9,470,60.16002128,low,0.212765957,0.114893617,0.672340426,-8,38.15121561
Q86Y22,540,60.1537963,low,0.137037037,0,0.862962963,-3.16E-15,59.8657372
Q5EBM4,170,60.15188235,low,0.447058824,0.082352941,0.470588235,13,24.58294679
Q9BSI4,451,60.15117517,low,0.323725055,0.019955654,0.65631929,3,36.60016298
Q8IYD9,372,60.11666667,low,0.279569892,0,0.720430108,4,38.92448954
Q8N2R0,312,60.10919872,low,0.326923077,0.112179487,0.560897436,20,30.61412919
Q6NUJ5,590,60.09976271,low,0.062711864,0.137288136,0.8,5,43.63435869
Q8N9M1,422,60.08665877,low,0.317535545,0,0.682464455,23,44.03839818
Q86YL5,185,60.08389189,low,0.151351351,0,0.848648649,-3,31.60015178
Q96A83,441,60.08333333,low,0.142857143,0.102040816,0.755102041,-4.11E-15,54.04569429
Q8WW14,234,60.06311966,low,0.346153846,0,0.653846154,6,33.71653664
Q8IZS5,231,60.03606061,low,0.242424242,0,0.757575758,-5,36.7333809
Q9NR11,478,60.03474895,low,0.426778243,0.10251046,0.470711297,22,34.20828734
Q99697,317,60.03072555,low,0.280757098,0,0.719242902,14,38.17875777
Q5VTL8,546,60.02641026,low,0.380952381,0.010989011,0.608058608,60,47.23502017
A6PVL3,124,60.00846774,low,0.60483871,0,0.39516129,4,33.84817996
Q96LR9,279,60.00498208,low,0.64874552,0,0.35125448,20,26.85844233
Q8WYN3,585,59.97210256,low,0.215384615,0.04957265,0.735042735,-55,39.13127859
Q8N9Y4,354,59.95841808,low,0.13559322,0,0.86440678,21,44.45490002
O15079,494,59.95661943,low,0.362348178,0,0.637651822,-11,53.44838259
Q9NQW5,492,59.90477642,low,0.113821138,0.099593496,0.786585366,2,42.58838671
Q03933,536,59.89113806,low,0.319029851,0.016791045,0.664179104,-34,45.81075382
Q9NSK7,152,59.89059211,low,0.802631579,0,0.197368421,-1.33E-15,23.72826706
Q9Y5A9,579,59.88654577,low,0.141623489,0.044905009,0.813471503,7,45.26547634
Q8IZD0,417,59.86846523,low,0.230215827,0,0.769784173,11,45.05199735
P05019,195,59.86835897,low,0.492307692,0,0.507692308,20,36.09968857
O43521,198,59.8669697,low,0.363636364,0,0.636363636,2,33.68289464
Q9ULV5,492,59.85613821,low,0.262195122,0.022357724,0.715447154,-12,44.70530615
P17544,483,59.84200828,low,0.339544513,0.01863354,0.641821946,2,42.7112018
Q495Y8,402,59.82343284,low,0.39800995,0,0.60199005,21,35.93384047
Q9P2T0,379,59.8078628,low,0.250659631,0,0.749340369,9,42.98308545
Q9UKY7,258,59.80496124,low,0.263565891,0,0.736434109,-2,37.09928781
Q9UKT4,447,59.79767338,low,0.252796421,0.044742729,0.70246085,22,40.3266565
P57082,545,59.78688073,low,0.091743119,0.099082569,0.809174312,2,46.33341952
Q8IXT2,367,59.78441417,low,0.160762943,0,0.839237057,11,43.48704394
P33241,339,59.76684366,low,0.247787611,0.044247788,0.707964602,-29,41.53391534
Q8NCT3,520,59.71419231,low,0.353846154,0.034615385,0.611538462,49,35.68039217
Q92734,400,59.710925,low,0.15,0.0775,0.7725,-8,43.05804052
P32243,289,59.69972318,low,0.169550173,0,0.830449827,10,40.38615289
O00716,465,59.69711828,low,0.223655914,0.08172043,0.694623656,-11,47.57063563
P0DPB3,487,59.69589322,low,0.361396304,0,0.638603696,-24,44.52208808
O00165,279,59.68806452,low,0.222222222,0.114695341,0.663082437,-20,34.34395273
Q9BT81,388,59.67136598,low,0.231958763,0,0.768041237,-6,43.9959161
Q9NZR4,365,59.63980822,low,0.230136986,0,0.769863014,6,43.5206082
Q9NUH8,114,59.63885965,low,0.824561404,0,0.175438596,4,18.89037482
Q8NFW5,382,59.63332461,low,0.395287958,0,0.604712042,4,39.72713094
Q8TF68,577,59.62343154,low,0.259965338,0.024263432,0.715771231,20,46.87531516
P33240,577,59.62230503,low,0.24610052,0.046793761,0.707105719,-3,46.01375676
P16989,372,59.59862903,low,0.02688172,0.099462366,0.873655914,12,43.18165075
Q8N131,208,59.59216346,low,0.293269231,0,0.706730769,2,37.61095708
Q92844,425,59.58957647,low,0.289411765,0.016470588,0.694117647,-10,44.20495728
Q9H425,327,59.57920489,low,0.281345566,0.018348624,0.70030581,-4,38.50713452
Q8IZA3,346,59.57508671,low,0.10982659,0,0.89017341,59,44.57307538
Q9BUL5,403,59.56776675,low,0.17617866,0.022332506,0.801488834,-6,45.26768338
O60304,480,59.5481875,low,0.310416667,0.072916667,0.616666667,-2,37.83374668
O75541,412,59.54606796,low,0.439320388,0.033980583,0.526699029,-5,33.9995351
Q7Z572,469,59.51590618,low,0.383795309,0,0.616204691,-1,43.66604748
Q86X95,450,59.50651111,low,0.3,0,0.7,40,49.95968001
Q9H3Y8,114,59.50307018,low,0.166666667,0,0.833333333,-1.11E-15,44.52682323
Q8WXS3,145,59.49551724,low,0,0,1,-2,39.73572515
Q9BQY9,259,59.49343629,low,0.162162162,0,0.837837838,-20,44.3947453
Q4KMG9,183,59.47180328,low,0.513661202,0,0.486338798,-7,44.61614169
Q0VD86,236,59.46927966,low,0.194915254,0,0.805084746,-3.11E-15,37.10486077
Q15697,407,59.45056511,low,0.329238329,0.081081081,0.58968059,26,36.2213785
Q9BXQ6,578,59.44316609,low,0.44982699,0,0.55017301,22,40.14706974
Q7Z6K1,395,59.42220253,low,0.243037975,0.035443038,0.721518987,-5,41.03345993
Q8N9Z2,235,59.41242553,low,0.225531915,0,0.774468085,30,36.72746943
Q9BXH1,193,59.3842487,low,0.259067358,0,0.740932642,3,34.66637049
Q8NAP8,495,59.37892929,low,0.317171717,0.060606061,0.622222222,-27,41.28417114
Q9BW71,556,59.37616906,low,0.275179856,0,0.724820144,7,50.16455098
O95243,580,59.37101724,low,0.203448276,0.034482759,0.762068966,16,48.2260545
Q7LFL8,322,59.36801242,low,0.263975155,0.02484472,0.711180124,10,40.35951087
Q8IVW6,561,59.35532977,low,0.303030303,0.028520499,0.668449198,-3.00E-15,45.15571221
O15405,576,59.35371528,low,0.303819444,0,0.696180556,-1.67E-15,48.13994845
P0C7X2,276,59.32692029,low,0.293478261,0.050724638,0.655797101,10,32.60563946
P11308,479,59.30269311,low,0.267223382,0.029227557,0.703549061,-2.00E-15,44.2742331
Q9NR83,387,59.29813953,low,0.15503876,0.046511628,0.798449612,5,45.15997973
O75444,373,59.28941019,low,0.407506702,0,0.592493298,-5,42.02300844
P01344,180,59.28144444,low,0.477777778,0,0.522222222,10,35.34039569
Q7Z309,247,59.25967611,low,0.141700405,0,0.858299595,-2,45.68289463
O95399,124,59.25733871,low,0.475806452,0,0.524193548,1,24.54109891
Q9H6X4,195,59.25292308,low,0.343589744,0,0.656410256,-2,36.43953101
Q6PI47,426,59.22152582,low,0.246478873,0.138497653,0.615023474,13,40.24035408
Q96DZ9,223,59.21080717,low,0.591928251,0,0.408071749,-3,29.58624349
P02724,150,59.2034,low,0.346666667,0,0.653333333,-6,50.53001352
Q8ND56,463,59.19796976,low,0.073434125,0.086393089,0.840172786,13,47.69986183
Q07687,328,59.17753049,low,0.137195122,0,0.862804878,6,40.27553851
O43247,280,59.16292857,low,0.325,0,0.675,1,45.26317288
Q9NZN8,540,59.16090741,low,0.157407407,0.074074074,0.768518519,1,42.24682168
Q9UKI9,436,59.13536697,low,0.236238532,0,0.763761468,4,40.95372495
Q96K30,269,59.13200743,low,0.048327138,0,0.951672862,26,40.31709651
P51843,470,59.12953191,low,0.404255319,0.05106383,0.544680851,10,29.58951088
Q8NDY8,209,59.07952153,low,0.373205742,0,0.626794258,-3,44.50604603
Q8TAG6,207,59.07628019,low,0,0.077294686,0.922705314,14,45.20505475
Q86SU0,546,59.07562271,low,0.157509158,0.100732601,0.741758242,18,51.08867415
Q86UQ8,179,59.0550838,low,0.229050279,0,0.770949721,6,37.80020423
O43561,262,59.04687023,low,0.110687023,0,0.889312977,-26,44.2647627
Q12951,378,59.03637566,low,0.177248677,0.021164021,0.801587302,-4,42.48970808
Q8IZP1,549,59.02449909,low,0.475409836,0.014571949,0.510018215,18,30.38171779
A4D1S0,409,59.0102934,low,0.144254279,0.078239609,0.777506112,-7,44.76916198
Q96LY2,380,59.0085,low,0.268421053,0.015789474,0.715789474,28,44.35012932
Q6ZNR0,172,58.97825581,low,0.459302326,0,0.540697674,-6,33.10050123
O60320,539,58.95977737,low,0.374768089,0.031539889,0.593692022,-15,49.97248157
Q96A56,240,58.94091667,low,0.125,0,0.875,-22,42.07704299
Q13950,521,58.88289827,low,0.119001919,0.092130518,0.788867562,6,44.09503383
Q2T9K0,475,58.87572632,low,0.526315789,0,0.473684211,5,40.98633271
Q96A73,305,58.8575082,low,0.252459016,0,0.747540984,7,38.89768044
Q16629,238,58.85441176,low,0.130252101,0.109243697,0.760504202,46,42.49261784
P06454,111,58.85045045,low,0.063063063,0,0.936936937,-44,32.7477252
Q6ZU67,534,58.84595506,low,0.307116105,0.011235955,0.68164794,-13,43.42731362
Q9Y458,520,58.78415385,low,0.088461538,0.103846154,0.807692308,2,44.64619125
Q8N114,240,58.76104167,low,0.241666667,0.070833333,0.6875,-1,47.64845317
Q96ET8,276,58.74844203,low,0.474637681,0.061594203,0.463768116,9,35.49318683
P19419,428,58.74516355,low,0.119158879,0.039719626,0.841121495,-2,46.9488077
O75553,588,58.73379252,low,0.181972789,0.076530612,0.741496599,-23,50.3462226
P17676,345,58.70078261,low,0.243478261,0,0.756521739,4,39.62918816
P09086,479,58.69152401,low,0.271398747,0,0.728601253,3,43.08857008
P19532,575,58.68726957,low,0.286956522,0,0.713043478,-15,49.77032936
P53539,338,58.67210059,low,0.24260355,0,0.75739645,-13,41.65957002
P36508,570,58.66389474,low,0.254385965,0.140350877,0.605263158,-23,38.73067116
Q86SG3,579,58.6442487,low,0.07253886,0.165803109,0.761658031,15,33.11751153
P55808,180,58.64244444,low,0.3,0,0.7,-3.55E-15,41.9896545
P31260,410,58.63419512,low,0.143902439,0,0.856097561,5,44.84608748
P15976,413,58.60048426,low,0.099273608,0.043583535,0.857142857,10,43.402898
Q5VTB9,566,58.5634629,low,0.203180212,0.035335689,0.761484099,-13,43.86547373
Q8WXD2,468,58.56117521,low,0.448717949,0,0.551282051,-23,41.80439646
Q5SXH7,465,58.56070968,low,0.191397849,0.191397849,0.617204301,-22,39.28249489
P28324,431,58.54294664,low,0.13225058,0.032482599,0.835266821,1,47.55158411
Q9H1E3,243,58.53814815,low,0.086419753,0,0.913580247,-13,42.76252209
O15165,306,58.51401961,low,0.18627451,0.026143791,0.787581699,-5,49.06663359
Q15853,346,58.50924855,low,0.271676301,0.052023121,0.676300578,-12,42.08296294
Q96IZ7,334,58.50062874,low,0.344311377,0,0.655688623,47,47.62057044
P60985,99,58.46242424,low,0.454545455,0,0.545454545,-2.22E-16,21.15594682
Q96B01,352,58.4378125,low,0.088068182,0,0.911931818,10,44.07224105
Q3B7T3,259,58.42945946,low,0.301158301,0,0.698841699,1,43.25000516
Q68CJ9,461,58.41934924,low,0.299349241,0,0.700650759,-18,48.44981978
Q8TCY5,172,58.30174419,low,0.308139535,0,0.691860465,1,40.89809132
Q9HCQ7,196,58.29061224,low,0.25,0,0.75,7,43.66452108
Q15583,401,58.25413965,low,0.19201995,0,0.80798005,9,41.85511524
Q9NUG4,571,58.20728546,low,0.260945709,0.091068301,0.647985989,-13,38.3013195
Q9BWV2,254,58.20311024,low,0.62992126,0,0.37007874,11,44.48427152
Q15038,168,58.18172619,low,0.095238095,0.125,0.779761905,-2.89E-15,28.15413988
Q12912,555,58.17324324,low,0.374774775,0,0.625225225,-12,49.22808382
Q9NQ60,294,58.16578231,low,0.24829932,0.098639456,0.653061224,-14,43.24314257
O95081,481,58.1622869,low,0.135135135,0.022869023,0.841995842,9,44.02592058
Q8WUU8,243,58.15127572,low,0.259259259,0,0.740740741,-18,44.91586916
P50549,477,58.14880503,low,0.174004193,0.029350105,0.796645702,-13,48.73333167
O95236,402,58.14492537,low,0.609452736,0,0.390547264,3,38.27440429
Q12796,327,58.12721713,low,0.107033639,0,0.892966361,27,45.08582079
A6NGU7,62,58.09258065,low,0.483870968,0,0.516129032,9,31.77226309
P56270,477,58.08410901,low,0.232704403,0.073375262,0.693920335,16,40.65955569
P49639,335,58.05059701,low,0.149253731,0,0.850746269,2,44.48556077
Q8N9L1,334,58.03188623,low,0.263473054,0,0.736526946,20,31.85592799
Q9NZU7,370,58.0192973,low,0.324324324,0,0.675675676,5,35.98644938
A0PK05,275,58.01501818,low,0.461818182,0,0.538181818,-2,42.76866
Q7Z5B4,369,58.00555556,low,0.363143631,0,0.636856369,-18,44.75595119
Q6PDA7,123,57.99170732,low,0.260162602,0,0.739837398,8,29.16492293
Q86YL7,162,57.94858025,low,0.345679012,0,0.654320988,-11,35.80188187
P15336,505,57.94059406,low,0.306930693,0.017821782,0.675247525,1,47.11670898
Q96DB9,178,57.93848315,low,0.292134831,0,0.707865169,-4,36.66645754
P23771,443,57.9372009,low,0.051918736,0.040632054,0.90744921,19,43.55140558
Q92904,295,57.92583051,low,0.057627119,0.088135593,0.854237288,5,36.26597594
Q96QD9,318,57.89022013,low,0.242138365,0,0.757861635,45,40.50406785
Q6ZSG1,346,57.85349711,low,0.193641618,0.049132948,0.757225434,1,38.13600482
Q99218,206,57.84800971,low,0.17961165,0,0.82038835,-1,42.0181382
Q9NX45,425,57.83388235,low,0.287058824,0.068235294,0.644705882,-1,34.57133511
Q3SY00,556,57.82663669,low,0.291366906,0,0.708633094,26,55.67748666
Q7Z3K6,550,57.82152727,low,0.261818182,0,0.738181818,-63,42.42124181
Q9NV72,531,57.79847458,low,0.384180791,0.065913371,0.549905838,32,40.32228762
Q9NPI6,582,57.79694158,low,0.189003436,0.094501718,0.716494845,-11,48.68562344
B3KU38,563,57.72746004,low,0.342806394,0,0.657193606,-23,45.3204787
Q96NJ3,590,57.72083051,low,0.440677966,0.130508475,0.428813559,13,41.73334235
Q9P2B7,532,57.68332707,low,0.187969925,0,0.812030075,13,50.27378224
Q7Z7G1,428,57.67193925,low,0.081775701,0.086448598,0.831775701,9,44.44860031
Q6IPX3,200,57.66325,low,0.165,0,0.835,-9,47.8280596
Q5JXC2,388,57.6607732,low,0.234536082,0.023195876,0.742268041,5,41.58883841
Q5T3I0,446,57.65598655,low,0.147982063,0.035874439,0.816143498,24,50.07284341
Q9H9S0,305,57.64459016,low,0.150819672,0,0.849180328,-1,38.91441713
Q99217,191,57.61120419,low,0.141361257,0,0.858638743,-3,46.6899606
O00409,490,57.59569388,low,0.22244898,0.016326531,0.76122449,-6,44.50683644
Q96LI6,401,57.58678304,low,0.189526185,0.02244389,0.788029925,-2,45.72416974
Q2NL68,480,57.57166667,low,0.266666667,0,0.733333333,-1,46.27091054
Q96N95,335,57.55301493,low,0.325373134,0.062686567,0.611940299,3,34.78671316
Q9P0W8,599,57.51305509,low,0.248747913,0,0.751252087,-11,48.98810004
P01100,380,57.50184211,low,0.184210526,0,0.815789474,-18,43.67062147
Q56VL3,154,57.49480519,low,0.616883117,0,0.383116883,7,33.8014092
Q02930,508,57.47454724,low,0.273622047,0,0.726377953,5,45.36491616
Q99966,193,57.46186528,low,0.176165803,0,0.823834197,-10,36.53197876
Q9UK53,422,57.38763033,low,0.300947867,0.014218009,0.684834123,17,37.36549469
P43694,442,57.37472851,low,0.088235294,0.040723982,0.871040724,12,45.42857967
Q7RTV3,350,57.34991429,low,0.274285714,0.02,0.705714286,2,35.72597205
P62995,288,57.3371875,low,0.076388889,0.09375,0.829861111,41,41.64237999
Q06710,450,57.32444444,low,0.168888889,0.015555556,0.815555556,1,46.4585932
O14545,582,57.31723368,low,0.261168385,0.108247423,0.630584192,-26,50.45779319
Q8N8E2,541,57.31593346,low,0.184842884,0,0.815157116,1,37.35125676
Q8NBB4,408,57.29632353,low,0.37745098,0.051470588,0.571078431,6,39.7293265
Q9Y692,573,57.29314136,low,0.261780105,0.033158813,0.705061082,-33,44.15755462
Q8N6I1,236,57.28449153,low,0.487288136,0,0.512711864,-4.88E-15,34.05004412
Q6PGN9,363,57.28319559,low,0.093663912,0,0.906336088,22,48.11499875
Q9BRL6,282,57.27347518,low,0.078014184,0.092198582,0.829787234,53,46.78031322
P49640,407,57.25982801,low,0.167076167,0,0.832923833,-2,44.81253779
P09603,554,57.22601083,low,0.26534296,0.02166065,0.71299639,-18,49.22445211
Q496A3,300,57.20553333,low,0.153333333,0,0.846666667,-3.11E-15,47.65483477
Q5T4I8,152,57.19881579,low,0.256578947,0,0.743421053,-16,29.32386391
Q8N205,404,57.10972772,low,0.344059406,0,0.655940594,-13,41.5696135
Q9UJU2,399,57.08867168,low,0.20802005,0,0.79197995,-2,44.68377418
Q86T96,592,57.01069257,low,0.204391892,0.072635135,0.722972973,17,44.67247559
Q5T8D3,534,57.00683521,low,0.348314607,0,0.651685393,-21,47.19200198
Q9P0K8,574,56.97597561,low,0.256097561,0.013937282,0.729965157,-9,44.808205
P46937,504,56.94696429,low,0.206349206,0.067460317,0.726190476,-16,42.6789862
P50219,401,56.94199501,low,0.182044888,0,0.817955112,-3.33E-16,43.88873354
Q8N6F7,178,56.91286517,low,0.039325843,0,0.960674157,-4,38.84157363
Q8NEY8,458,56.90436681,low,0.262008734,0,0.737991266,8,50.82866219
Q969W9,287,56.89801394,low,0.229965157,0,0.770034843,-3,43.7924957
Q9HCI7,577,56.88752166,low,0.173310225,0.010398614,0.816291161,5,44.39561385
P22794,236,56.87682203,low,0.283898305,0,0.716101695,3,56.74221139
P51608,486,56.84718107,low,0.028806584,0.041152263,0.930041152,37,49.01592135
Q9UM63,463,56.84220302,low,0.233261339,0.030237581,0.73650108,11,38.95943867
P23769,480,56.83589583,low,0.0875,0.0375,0.875,18,45.16241441
P36402,384,56.83059896,low,0.21875,0,0.78125,-5,41.94199599
Q96NZ1,517,56.81601547,low,0.201160542,0.015473888,0.783365571,-13,48.7110984
Q9NWS9,450,56.7592,low,0.328888889,0.048888889,0.622222222,-14,40.65532065
